Conventions,abstract,date_created,file_path,geospatial_east_max,geospatial_east_min,geospatial_east_resolution,geospatial_east_units,geospatial_north_max,geospatial_north_min,geospatial_north_resolution,geospatial_north_units,history,keywords,location_accuracy_max,location_accuracy_min,survey_end_date,survey_start_date,title
"CF-1.6,ACDD-1.3","This gravity survey, 196462, Monash Grav, 1964O7 located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:14:03.079393,K:\alex\196462.nc,140.96614,140.34865,point,degrees_east,-34.17552,-34.460526,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196462, AUS, SA, Earth sciences, geophysics, geoscientificInformation",-6,-6,,,"Monash Grav, 1964O7"
"CF-1.6,ACDD-1.3","This gravity survey, 196464, North Adelaide Plains - SADM Road Grav located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:14:46.589393,K:\alex\196464.nc,138.71774,138.53445,point,degrees_east,-34.67465,-34.797947,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196464, AUS, SA, Earth sciences, geophysics, geoscientificInformation",-6,-6,,,North Adelaide Plains - SADM Road Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196467, North Adelaide Plains - SADM Detailed Grav located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:15:32.356393,K:\alex\196467.nc,138.57605,138.36775,point,degrees_east,-34.51465,-34.65355,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196467, AUS, SA, Earth sciences, geophysics, geoscientificInformation",-6,-6,,,North Adelaide Plains - SADM Detailed Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196468, Moorook, Renmark - SADM Road Grav located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:16:15.936393,K:\alex\196468.nc,140.9638,140.06873,point,degrees_east,-34.005817,-34.46603,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196468, AUS, SA, Earth sciences, geophysics, geoscientificInformation",-6,-6,,,"Moorook, Renmark - SADM Road Grav"
"CF-1.6,ACDD-1.3","This gravity survey, 196471, Gulf St Vincent Region Grav located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:16:59.450393,K:\alex\196471.nc,138.63469,135.88971,point,degrees_east,-34.13855,-35.996902,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196471, AUS, SA, Earth sciences, geophysics, geoscientificInformation",100,100,,,Gulf St Vincent Region Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196480, Eden-Burnside Fault Zone Grav located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:17:43.944393,K:\alex\196480.nc,138.73465,138.51385,point,degrees_east,-34.820747,-35.04375,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196480, AUS, SA, Earth sciences, geophysics, geoscientificInformation",-6,-6,,,Eden-Burnside Fault Zone Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196491, Isogal Grav, Australia located in All States measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:18:26.573393,K:\alex\196491.nc,153.08438,114.97643,point,degrees_east,-12.018543,-42.90683,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196491, AUS, All States, Earth sciences, geophysics, geoscientificInformation",100,1,14/01/1965 0:00,22/05/1964 0:00,"Isogal Grav, Australia"
"CF-1.6,ACDD-1.3","This gravity survey, 196499, E Coast of Australia Grav located in QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:19:10.053393,K:\alex\196499.nc,153.0194,146.81609,point,degrees_east,-19.26063,-27.500067,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196499, AUS, QLD, Earth sciences, geophysics, geoscientificInformation",100,100,,,E Coast of Australia Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196500, Australia Wide Isogal located in All States measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:19:52.152393,K:\alex\196500.nc,146.42636,113.66303,point,degrees_east,-17.301935,-41.17183,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196500, AUS, All States, Earth sciences, geophysics, geoscientificInformation",100,100,30/09/1965 0:00,1/04/1965 0:00,Australia Wide Isogal
"CF-1.6,ACDD-1.3","This gravity survey, 196505, Helicopter Grav NT, WA located in NT,WA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:20:36.368393,K:\alex\196505.nc,135.90286,135.90286,point,degrees_east,-17.948528,-17.948528,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196505, AUS, NT,WA, Earth sciences, geophysics, geoscientificInformation",100,100,,,"Helicopter Grav NT, WA"
"CF-1.6,ACDD-1.3","This gravity survey, 196506, Helicopter Grav NT, WA located in NT,WA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:21:23.347393,K:\alex\196506.nc,139.50452,128.99626,point,degrees_east,-15.941872,-22.96023,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196506, AUS, NT,WA, Earth sciences, geophysics, geoscientificInformation",100,100,,,"Helicopter Grav NT, WA"
"CF-1.6,ACDD-1.3","This gravity survey, 196525, South Queensland-North NSW Grav located in NSW,QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:22:04.372393,K:\alex\196525.nc,153.03105,142.59789,point,degrees_east,-27.468395,-31.555117,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196525, AUS, NSW,QLD, Earth sciences, geophysics, geoscientificInformation",100,100,31/12/1965 0:00,1/11/1965 0:00,South Queensland-North NSW Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196530, Nucha Grav located in NSW measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:22:46.878393,K:\alex\196530.nc,142.32959,141.63794,point,degrees_east,-30.315163,-31.611797,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196530, AUS, NSW, Earth sciences, geophysics, geoscientificInformation",91,91,29/05/1965 0:00,1/02/1965 0:00,Nucha Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196531, Archer River Seismic, Grav, Seismic Refraction located in QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:23:31.700393,K:\alex\196531.nc,143.06079,141.92981,point,degrees_east,-11.985815,-13.675006,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196531, AUS, QLD, Earth sciences, geophysics, geoscientificInformation",30,30,9/10/1965 0:00,29/07/1965 0:00,"Archer River Seismic, Grav, Seismic Refraction"
"CF-1.6,ACDD-1.3","This gravity survey, 196532, Missionary Plain Seismic, Grav located in NT measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:24:17.255393,K:\alex\196532.nc,133.2246,130.96729,point,degrees_east,-23.46827,-24.122885,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196532, AUS, NT, Earth sciences, geophysics, geoscientificInformation",91,91,2/12/1966 0:00,5/06/1965 0:00,"Missionary Plain Seismic, Grav"
"CF-1.6,ACDD-1.3","This gravity survey, 196533, Eucla Basin Grav located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:25:01.235393,K:\alex\196533.nc,131.00388,129.00739,point,degrees_east,-30.16662,-31.608225,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196533, AUS, SA, Earth sciences, geophysics, geoscientificInformation",60,60,5/12/1965 0:00,8/11/1965 0:00,Eucla Basin Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196534, Strzelecki-Cooper Seismic, Grav located in QLD,SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:25:43.922393,K:\alex\196534.nc,142.5535,139.12825,point,degrees_east,-26.355982,-29.25268,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196534, AUS, QLD,SA, Earth sciences, geophysics, geoscientificInformation",91,91,6/12/1965 0:00,24/02/1965 0:00,"Strzelecki-Cooper Seismic, Grav"
"CF-1.6,ACDD-1.3","This gravity survey, 196535, Ivanhoe Grav located in NSW measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:26:27.659393,K:\alex\196535.nc,145.76154,142.99127,point,degrees_east,-32.20347,-34.01347,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196535, AUS, NSW, Earth sciences, geophysics, geoscientificInformation",-56,-56,5/12/1965 0:00,18/11/1965 0:00,Ivanhoe Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196536, Sandringham Seismic, Grav located in QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:27:12.115393,K:\alex\196536.nc,139.6132,139.18404,point,degrees_east,-24.007175,-24.502003,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196536, AUS, QLD, Earth sciences, geophysics, geoscientificInformation",31,31,22/05/1965 0:00,20/04/1965 0:00,"Sandringham Seismic, Grav"
"CF-1.6,ACDD-1.3","This gravity survey, 196537, Stansbury Seismic Refraction/Reflection, Grav located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:27:52.200393,K:\alex\196537.nc,137.87286,137.46147,point,degrees_east,-34.617954,-34.99086,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196537, AUS, SA, Earth sciences, geophysics, geoscientificInformation",60,60,26/08/1965 0:00,22/07/1965 0:00,"Stansbury Seismic Refraction/Reflection, Grav"
"CF-1.6,ACDD-1.3","This gravity survey, 196538, Dubbo-Werris Creek Grav located in NSW measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:28:33.302393,K:\alex\196538.nc,150.90114,148.5695,point,degrees_east,-32.226765,-32.521763,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196538, AUS, NSW, Earth sciences, geophysics, geoscientificInformation",28,28,31/08/1965 0:00,1/08/1965 0:00,Dubbo-Werris Creek Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196539, Forbes-Narrandera Grav located in NSW measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:29:18.343393,K:\alex\196539.nc,148.1707,146.58742,point,degrees_east,-33.15127,-34.73463,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196539, AUS, NSW, Earth sciences, geophysics, geoscientificInformation",28,28,31/07/1965 0:00,1/07/1965 0:00,Forbes-Narrandera Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196540, Murray Provinces Grav located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:30:01.399393,K:\alex\196540.nc,140.96815,139.03201,point,degrees_east,-34.18803,-35.01903,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196540, AUS, SA, Earth sciences, geophysics, geoscientificInformation",60,60,28/02/1966 0:00,30/08/1965 0:00,Murray Provinces Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196541, Wagga Wagga-Newcastle Grav located in NSW measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:30:45.979393,K:\alex\196541.nc,151.78731,147.40125,point,degrees_east,-32.298412,-35.21678,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196541, AUS, NSW, Earth sciences, geophysics, geoscientificInformation",28,28,30/11/1965 0:00,1/11/1965 0:00,Wagga Wagga-Newcastle Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196542, Wilcannia-Echuca Grav located in NSW,VIC measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:31:29.057393,K:\alex\196542.nc,144.97078,143.47624,point,degrees_east,-31.745153,-36.11799,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196542, AUS, NSW,VIC, Earth sciences, geophysics, geoscientificInformation",28,28,31/03/1965 0:00,1/03/1965 0:00,Wilcannia-Echuca Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196545, Wilcannia-Menindee-Ivanhoe etc, Grav located in NSW measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:32:13.716393,K:\alex\196545.nc,144.27342,142.38461,point,degrees_east,-31.600155,-34.623493,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196545, AUS, NSW, Earth sciences, geophysics, geoscientificInformation",28,28,,,"Wilcannia-Menindee-Ivanhoe etc, Grav"
"CF-1.6,ACDD-1.3","This gravity survey, 196548, Dampierland Grav located in WA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:32:58.692393,K:\alex\196548.nc,123.222374,122.541046,point,degrees_east,-16.394106,-17.008278,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196548, AUS, WA, Earth sciences, geophysics, geoscientificInformation",91,91,22/10/1965 0:00,26/09/1965 0:00,Dampierland Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196549, South East Kidson Grav located in WA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:33:42.382393,K:\alex\196549.nc,126.36463,124.33964,point,degrees_east,-21.826946,-23.781948,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196549, AUS, WA, Earth sciences, geophysics, geoscientificInformation",-56,-56,3/08/1965 0:00,29/06/1965 0:00,South East Kidson Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196550, Blackall-Barcaldine Grav located in QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:34:27.849393,K:\alex\196550.nc,146.02553,144.95097,point,degrees_east,-22.983961,-24.920956,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196550, AUS, QLD, Earth sciences, geophysics, geoscientificInformation",76,76,31/10/1965 0:00,2/07/1965 0:00,Blackall-Barcaldine Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196554, Nulla Nulla Grav located in NSW,SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:35:09.925393,K:\alex\196554.nc,141.04141,140.9792,point,degrees_east,-33.596416,-33.637115,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196554, AUS, NSW,SA, Earth sciences, geophysics, geoscientificInformation",100,100,,,Nulla Nulla Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196560, Southeast Tasmania Detailed Grav, Cygnet located in TAS measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:35:53.347393,K:\alex\196560.nc,147.24489,146.98557,point,degrees_east,-43.10583,-43.245007,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196560, AUS, TAS, Earth sciences, geophysics, geoscientificInformation",75,75,,,"Southeast Tasmania Detailed Grav, Cygnet"
"CF-1.6,ACDD-1.3","This gravity survey, 196571, Port Augusta - Adelaide Tie, Grav located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:36:38.681393,K:\alex\196571.nc,138.41914,138.00763,point,degrees_east,-33.013542,-34.146748,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196571, AUS, SA, Earth sciences, geophysics, geoscientificInformation",100,100,,,"Port Augusta - Adelaide Tie, Grav"
"CF-1.6,ACDD-1.3","This gravity survey, 196580, EL8180, EL8177, EL7777, EL8431 Gravity Traverses 1965, NT located in NT measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:37:19.085393,K:\alex\196580.nc,133.94827,133.40517,point,degrees_east,-21.185522,-21.5126,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196580, AUS, NT, Earth sciences, geophysics, geoscientificInformation",100,100,,,"EL8180, EL8177, EL7777, EL8431 Gravity Traverses 1965, NT"
"CF-1.6,ACDD-1.3","This gravity survey, 196591, Central, Eastern Australia Calibration Line located in All States measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:38:01.127393,K:\alex\196591.nc,152.70105,144.89299,point,degrees_east,-16.926805,-37.785164,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196591, AUS, All States, Earth sciences, geophysics, geoscientificInformation",100,100,20/02/1965 0:00,30/01/1965 0:00,"Central, Eastern Australia Calibration Line"
"CF-1.6,ACDD-1.3","This gravity survey, 196592, Footscray-Toolangi Grav Tie located in VIC measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:38:46.207393,K:\alex\196592.nc,145.48964,145.48964,point,degrees_east,-37.57015,-37.57015,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196592, AUS, VIC, Earth sciences, geophysics, geoscientificInformation",100,100,12/12/1965 0:00,1/12/1965 0:00,Footscray-Toolangi Grav Tie
"CF-1.6,ACDD-1.3","This gravity survey, 196600, Isogal Follow-up Grav located in All States measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:39:29.583393,K:\alex\196600.nc,145.75441,134.85127,point,degrees_east,-12.785177,-33.68439,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196600, AUS, All States, Earth sciences, geophysics, geoscientificInformation",100,100,31/10/1966 0:00,1/06/1966 0:00,Isogal Follow-up Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196604, Southern NSW Region Grav located in NSW measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:40:14.146393,K:\alex\196604.nc,150.01038,147.14058,point,degrees_east,-34.350437,-35.934277,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196604, AUS, NSW, Earth sciences, geophysics, geoscientificInformation",100,100,31/03/1966 0:00,25/01/1966 0:00,Southern NSW Region Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196606, Helicopter Grav Training Survey ACT, Southern NSW located in ACT,NSW measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:40:59.764393,K:\alex\196606.nc,150.83101,146.9994,point,degrees_east,-34.00393,-36.026768,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196606, AUS, ACT,NSW, Earth sciences, geophysics, geoscientificInformation",100,100,31/03/1966 0:00,1/02/1966 0:00,"Helicopter Grav Training Survey ACT, Southern NSW"
"CF-1.6,ACDD-1.3","This gravity survey, 196610, Contract Helicopter Grav located in QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:41:43.375393,K:\alex\196610.nc,147.59775,137.98618,point,degrees_east,-9.008532,-21.030163,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196610, AUS, QLD, Earth sciences, geophysics, geoscientificInformation",100,100,,,Contract Helicopter Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196611, Contract Helicopter Grav located in QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:42:26.193393,K:\alex\196611.nc,147.19608,138.07617,point,degrees_east,-9.401861,-20.86683,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196611, AUS, QLD, Earth sciences, geophysics, geoscientificInformation",100,100,,,Contract Helicopter Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196612, Contract Helicopter Grav located in QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:43:08.431393,K:\alex\196612.nc,147.39108,137.99284,point,degrees_east,-10.720193,-21.075167,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196612, AUS, QLD, Earth sciences, geophysics, geoscientificInformation",100,100,,,Contract Helicopter Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196617, SW Queensland-NW NSW Grav located in NSW,QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:43:51.322393,K:\alex\196617.nc,145.62784,140.76788,point,degrees_east,-25.716824,-28.998487,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196617, AUS, NSW,QLD, Earth sciences, geophysics, geoscientificInformation",100,100,11/11/1966 0:00,5/09/1966 0:00,SW Queensland-NW NSW Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196619, Cootamundra Detail Grav located in NSW measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:44:33.646393,K:\alex\196619.nc,148.49838,147.88306,point,degrees_east,-34.485115,-34.845116,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196619, AUS, NSW, Earth sciences, geophysics, geoscientificInformation",100,100,31/03/1966 0:00,1/01/1966 0:00,Cootamundra Detail Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196620, Sedimentary Grav NW Qld located in QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:45:15.954994,K:\alex\196620.nc,143.5378,141.84949,point,degrees_east,-20.196817,-20.960148,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196620, AUS, QLD, Earth sciences, geophysics, geoscientificInformation",100,100,,,Sedimentary Grav NW Qld
"CF-1.6,ACDD-1.3","This gravity survey, 196630, Dartmouth Grav located in QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:46:01.788168,K:\alex\196630.nc,145.66449,145.01949,point,degrees_east,-26.00183,-26.446825,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196630, AUS, QLD, Earth sciences, geophysics, geoscientificInformation",30,30,29/04/1966 0:00,18/03/1966 0:00,Dartmouth Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196631, Katanga Grav located in QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:46:45.912421,K:\alex\196631.nc,148.59111,147.90646,point,degrees_east,-25.757265,-26.828264,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196631, AUS, QLD, Earth sciences, geophysics, geoscientificInformation",121,121,7/02/1967 0:00,14/11/1966 0:00,Katanga Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196632, Tibooburra-Louth Grav located in NSW measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:47:30.005603,K:\alex\196632.nc,145.00537,141.95992,point,degrees_east,-28.998482,-30.841986,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196632, AUS, NSW, Earth sciences, geophysics, geoscientificInformation",100,100,22/09/1966 0:00,12/11/1965 0:00,Tibooburra-Louth Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196633, Tibooburra-Louth Grav located in NSW,QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:48:12.103205,K:\alex\196633.nc,145.04803,142.87674,point,degrees_east,-29.774302,-30.538137,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196633, AUS, NSW,QLD, Earth sciences, geophysics, geoscientificInformation",100,100,22/09/1966 0:00,12/11/1965 0:00,Tibooburra-Louth Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196634, Caroline-Killanoola Grav located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:48:57.907313,K:\alex\196634.nc,140.97604,139.80905,point,degrees_east,-36.816036,-38.055546,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196634, AUS, SA, Earth sciences, geophysics, geoscientificInformation",60,60,1/06/1966 0:00,12/03/1966 0:00,Caroline-Killanoola Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196635, Coleraine Grav located in VIC measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:49:41.635432,K:\alex\196635.nc,141.84402,141.31487,point,degrees_east,-37.367702,-37.818863,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196635, AUS, VIC, Earth sciences, geophysics, geoscientificInformation",-104,-104,9/06/1966 0:00,8/03/1966 0:00,Coleraine Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196636, Stockyard Hill Grav located in VIC measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:50:25.024447,K:\alex\196636.nc,147.63329,147.44696,point,degrees_east,-37.983795,-38.124798,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196636, AUS, VIC, Earth sciences, geophysics, geoscientificInformation",30,30,1/07/1966 0:00,24/05/1966 0:00,Stockyard Hill Grav
"CF-1.6,ACDD-1.3","This gravity survey, 196637, Emery Seismic, Grav located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:51:06.955150,K:\alex\196637.nc,135.58897,134.77698,point,degrees_east,-26.069845,-26.702543,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196637, AUS, SA, Earth sciences, geophysics, geoscientificInformation",30,30,25/02/1966 0:00,10/01/1966 0:00,"Emery Seismic, Grav"
"CF-1.6,ACDD-1.3","This gravity survey, 196638, Athamo Seismic, Grav located in WA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:51:50.055906,K:\alex\196638.nc,115.50995,114.98312,point,degrees_east,-29.45759,-30.057598,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196638, AUS, WA, Earth sciences, geophysics, geoscientificInformation",91,91,30/06/1966 0:00,19/01/1966 0:00,"Athamo Seismic, Grav"
"CF-1.6,ACDD-1.3","This gravity survey, 196639, Eromanga-Frome Seismic, Grav located in QLD,SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:52:34.870203,K:\alex\196639.nc,142.58868,139.17957,point,degrees_east,-25.362984,-29.536686,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196639, AUS, QLD,SA, Earth sciences, geophysics, geoscientificInformation",90,90,11/12/1966 0:00,4/02/1966 0:00,"Eromanga-Frome Seismic, Grav"
"CF-1.6,ACDD-1.3","This gravity survey, 196640, Mt Rennie-Ooraminna Seismic, Grav located in NT measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-21T17:53:18.723635,K:\alex\196640.nc,134.18092,129.73846,point,degrees_east,-23.343245,-24.39605,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 196640, AUS, NT, Earth sciences, geophysics, geoscientificInformation",90,90,19/12/1966 0:00,18/02/1966 0:00,"Mt Rennie-Ooraminna Seismic, Grav"
